Year,State,Ag District,Ag District Code,County,Value
1986,ILLINOIS,SOUTHEAST,90,EDWARDS,39.5
1985,ILLINOIS,SOUTHEAST,90,EDWARDS,38.5
1984,ILLINOIS,SOUTHEAST,90,EDWARDS,27
1983,ILLINOIS,SOUTHEAST,90,EDWARDS,21.5
1982,ILLINOIS,SOUTHEAST,90,EDWARDS,34.5
1981,ILLINOIS,SOUTHEAST,90,EDWARDS,34
1980,ILLINOIS,SOUTHEAST,90,EDWARDS,25
2022,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,59.9
2021,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,64.7
2020,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,57.9
2019,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,51.5
2018,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,72.1
2017,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,55.3
2016,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,58.2
2015,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,52.8
2014,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,58.8
2013,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,46
2012,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,42
2011,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,43.8
2010,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,49.8
2009,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,39
2008,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,46
2007,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,36
2006,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,48
2005,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,39
2004,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,50
2003,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,40
2002,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,33
2001,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,43
2000,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,40
1999,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,34
1998,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,39.5
1997,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,36.5
1996,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,34.5
1995,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,35.5
1994,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,38.5
1993,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,36.5
1992,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,37
1991,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,34
1990,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,32
1989,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,33.5
1988,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,22
1987,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,33.5
1986,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,40
1985,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,39
1984,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,21.5
1983,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,15
1982,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,35
1981,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,33.5
1980,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,31.5
2021,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,63.5
2020,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,54.4
2019,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,48.9
2018,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,59.5
2017,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,53.5
2016,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,55.6
2015,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,50.4
2014,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,49.8
2013,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,44.3
2012,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,35.6
2011,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,40.9
2010,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,49.7
2009,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,34
2008,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,46
2007,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,29
2006,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,40
2005,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,39
2004,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,47
2003,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,33
2002,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,31
2001,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,40
2000,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,41
1999,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,36
1998,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,37.5
1997,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,35
1996,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,30.5
1995,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,29
1994,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,33.5
1993,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,38
1992,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,36
1991,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,31
1990,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,27.5
1989,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,32
1988,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,21
1987,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,30
1986,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,33.5
1985,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,32.5
1984,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,23
1983,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,14
1982,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,33
1981,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,33.5
1980,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,25
2022,ILLINOIS,EAST,50,FORD,66.7
2021,ILLINOIS,EAST,50,FORD,66.7
2020,ILLINOIS,EAST,50,FORD,56.3
2019,ILLINOIS,EAST,50,FORD,52.6
2018,ILLINOIS,EAST,50,FORD,60.7
2017,ILLINOIS,EAST,50,FORD,62.4
2016,ILLINOIS,EAST,50,FORD,60.5
2015,ILLINOIS,EAST,50,FORD,58.6
2014,ILLINOIS,EAST,50,FORD,58.3
2013,ILLINOIS,EAST,50,FORD,48.7
2012,ILLINOIS,EAST,50,FORD,41.3
2011,ILLINOIS,EAST,50,FORD,44.1
2010,ILLINOIS,EAST,50,FORD,47
2009,ILLINOIS,EAST,50,FORD,54
2008,ILLINOIS,EAST,50,FORD,45
2007,ILLINOIS,EAST,50,FORD,54
2006,ILLINOIS,EAST,50,FORD,50
2005,ILLINOIS,EAST,50,FORD,50
2004,ILLINOIS,EAST,50,FORD,49
2003,ILLINOIS,EAST,50,FORD,31
2002,ILLINOIS,EAST,50,FORD,51
2001,ILLINOIS,EAST,50,FORD,45
2000,ILLINOIS,EAST,50,FORD,42
1999,ILLINOIS,EAST,50,FORD,46
1998,ILLINOIS,EAST,50,FORD,39
1997,ILLINOIS,EAST,50,FORD,47
1996,ILLINOIS,EAST,50,FORD,43
1995,ILLINOIS,EAST,50,FORD,43
1994,ILLINOIS,EAST,50,FORD,49.5
1993,ILLINOIS,EAST,50,FORD,44
1992,ILLINOIS,EAST,50,FORD,46.5
1991,ILLINOIS,EAST,50,FORD,27.5
1990,ILLINOIS,EAST,50,FORD,43
1989,ILLINOIS,EAST,50,FORD,45
1988,ILLINOIS,EAST,50,FORD,18.5
1987,ILLINOIS,EAST,50,FORD,43
1986,ILLINOIS,EAST,50,FORD,37
1985,ILLINOIS,EAST,50,FORD,49
1984,ILLINOIS,EAST,50,FORD,31.5
1983,ILLINOIS,EAST,50,FORD,34.5
1982,ILLINOIS,EAST,50,FORD,43
1981,ILLINOIS,EAST,50,FORD,37.5
1980,ILLINOIS,EAST,50,FORD,34
2022,ILLINOIS,SOUTHEAST,90,FRANKLIN,47
2021,ILLINOIS,SOUTHEAST,90,FRANKLIN,53.3
2020,ILLINOIS,SOUTHEAST,90,FRANKLIN,51.2
2019,ILLINOIS,SOUTHEAST,90,FRANKLIN,38.9
2018,ILLINOIS,SOUTHEAST,90,FRANKLIN,47.5
2017,ILLINOIS,SOUTHEAST,90,FRANKLIN,46.4
2016,ILLINOIS,SOUTHEAST,90,FRANKLIN,45.2
2015,ILLINOIS,SOUTHEAST,90,FRANKLIN,45.9
2014,ILLINOIS,SOUTHEAST,90,FRANKLIN,44.4
2013,ILLINOIS,SOUTHEAST,90,FRANKLIN,41.4
2012,ILLINOIS,SOUTHEAST,90,FRANKLIN,27.9
2011,ILLINOIS,SOUTHEAST,90,FRANKLIN,31.8
2010,ILLINOIS,SOUTHEAST,90,FRANKLIN,36.6
2009,ILLINOIS,SOUTHEAST,90,FRANKLIN,39
2008,ILLINOIS,SOUTHEAST,90,FRANKLIN,40
2007,ILLINOIS,SOUTHEAST,90,FRANKLIN,25
2006,ILLINOIS,SOUTHEAST,90,FRANKLIN,42
2005,ILLINOIS,SOUTHEAST,90,FRANKLIN,42
2004,ILLINOIS,SOUTHEAST,90,FRANKLIN,42
2003,ILLINOIS,SOUTHEAST,90,FRANKLIN,28
2002,ILLINOIS,SOUTHEAST,90,FRANKLIN,21
2001,ILLINOIS,SOUTHEAST,90,FRANKLIN,40
2000,ILLINOIS,SOUTHEAST,90,FRANKLIN,36
1999,ILLINOIS,SOUTHEAST,90,FRANKLIN,21
1998,ILLINOIS,SOUTHEAST,90,FRANKLIN,29.5
1997,ILLINOIS,SOUTHEAST,90,FRANKLIN,36.5
1996,ILLINOIS,SOUTHEAST,90,FRANKLIN,32.5
1995,ILLINOIS,SOUTHEAST,90,FRANKLIN,28.5
1994,ILLINOIS,SOUTHEAST,90,FRANKLIN,35
1993,ILLINOIS,SOUTHEAST,90,FRANKLIN,33.5
1992,ILLINOIS,SOUTHEAST,90,FRANKLIN,33.5
1991,ILLINOIS,SOUTHEAST,90,FRANKLIN,29
1990,ILLINOIS,SOUTHEAST,90,FRANKLIN,29
1989,ILLINOIS,SOUTHEAST,90,FRANKLIN,29.5
1988,ILLINOIS,SOUTHEAST,90,FRANKLIN,25.5
1987,ILLINOIS,SOUTHEAST,90,FRANKLIN,26.5
1986,ILLINOIS,SOUTHEAST,90,FRANKLIN,31.5
1985,ILLINOIS,SOUTHEAST,90,FRANKLIN,29.5
1984,ILLINOIS,SOUTHEAST,90,FRANKLIN,23
1983,ILLINOIS,SOUTHEAST,90,FRANKLIN,13.5
1982,ILLINOIS,SOUTHEAST,90,FRANKLIN,27
1981,ILLINOIS,SOUTHEAST,90,FRANKLIN,28
1980,ILLINOIS,SOUTHEAST,90,FRANKLIN,20
2022,ILLINOIS,WEST,30,FULTON,62.5
2021,ILLINOIS,WEST,30,FULTON,65.5
2020,ILLINOIS,WEST,30,FULTON,58.4
2019,ILLINOIS,WEST,30,FULTON,53.9
2018,ILLINOIS,WEST,30,FULTON,62.4
2017,ILLINOIS,WEST,30,FULTON,60.1
2016,ILLINOIS,WEST,30,FULTON,56.4
2015,ILLINOIS,WEST,30,FULTON,56
2014,ILLINOIS,WEST,30,FULTON,52.5
2013,ILLINOIS,WEST,30,FULTON,51.4
2012,ILLINOIS,WEST,30,FULTON,45.8
2011,ILLINOIS,WEST,30,FULTON,50
2010,ILLINOIS,WEST,30,FULTON,49.1
2009,ILLINOIS,WEST,30,FULTON,43
2008,ILLINOIS,WEST,30,FULTON,51
2007,ILLINOIS,WEST,30,FULTON,42
2006,ILLINOIS,WEST,30,FULTON,48
2005,ILLINOIS,WEST,30,FULTON,45
2004,ILLINOIS,WEST,30,FULTON,51
2003,ILLINOIS,WEST,30,FULTON,41
2002,ILLINOIS,WEST,30,FULTON,42
2001,ILLINOIS,WEST,30,FULTON,46
2000,ILLINOIS,WEST,30,FULTON,43
1999,ILLINOIS,WEST,30,FULTON,45
1998,ILLINOIS,WEST,30,FULTON,45.5
1997,ILLINOIS,WEST,30,FULTON,44
1996,ILLINOIS,WEST,30,FULTON,41.5
1995,ILLINOIS,WEST,30,FULTON,37.5
1994,ILLINOIS,WEST,30,FULTON,46
1993,ILLINOIS,WEST,30,FULTON,43
1992,ILLINOIS,WEST,30,FULTON,44
1991,ILLINOIS,WEST,30,FULTON,44.5
1990,ILLINOIS,WEST,30,FULTON,42
1989,ILLINOIS,WEST,30,FULTON,39
1988,ILLINOIS,WEST,30,FULTON,28.5
1987,ILLINOIS,WEST,30,FULTON,36
1986,ILLINOIS,WEST,30,FULTON,43
1985,ILLINOIS,WEST,30,FULTON,41
1984,ILLINOIS,WEST,30,FULTON,33.5
1983,ILLINOIS,WEST,30,FULTON,27.5
1982,ILLINOIS,WEST,30,FULTON,39
1981,ILLINOIS,WEST,30,FULTON,37.5
1980,ILLINOIS,WEST,30,FULTON,34
2022,ILLINOIS,SOUTHEAST,90,GALLATIN,55.3
2021,ILLINOIS,SOUTHEAST,90,GALLATIN,62.5
2020,ILLINOIS,SOUTHEAST,90,GALLATIN,57.6
2019,ILLINOIS,SOUTHEAST,90,GALLATIN,47.5
2018,ILLINOIS,SOUTHEAST,90,GALLATIN,50
2017,ILLINOIS,SOUTHEAST,90,GALLATIN,54.5
2016,ILLINOIS,SOUTHEAST,90,GALLATIN,48.4
2015,ILLINOIS,SOUTHEAST,90,GALLATIN,51.6
2014,ILLINOIS,SOUTHEAST,90,GALLATIN,49.9
2013,ILLINOIS,SOUTHEAST,90,GALLATIN,48
2012,ILLINOIS,SOUTHEAST,90,GALLATIN,35.8
2011,ILLINOIS,SOUTHEAST,90,GALLATIN,42
2010,ILLINOIS,SOUTHEAST,90,GALLATIN,40.4
2009,ILLINOIS,SOUTHEAST,90,GALLATIN,48
2008,ILLINOIS,SOUTHEAST,90,GALLATIN,41
2007,ILLINOIS,SOUTHEAST,90,GALLATIN,35
2006,ILLINOIS,SOUTHEAST,90,GALLATIN,45
2005,ILLINOIS,SOUTHEAST,90,GALLATIN,46
2004,ILLINOIS,SOUTHEAST,90,GALLATIN,41
2003,ILLINOIS,SOUTHEAST,90,GALLATIN,38
2002,ILLINOIS,SOUTHEAST,90,GALLATIN,27
2001,ILLINOIS,SOUTHEAST,90,GALLATIN,43
2000,ILLINOIS,SOUTHEAST,90,GALLATIN,41
1999,ILLINOIS,SOUTHEAST,90,GALLATIN,26
1998,ILLINOIS,SOUTHEAST,90,GALLATIN,30
1997,ILLINOIS,SOUTHEAST,90,GALLATIN,40
1996,ILLINOIS,SOUTHEAST,90,GALLATIN,42
1995,ILLINOIS,SOUTHEAST,90,GALLATIN,35
1994,ILLINOIS,SOUTHEAST,90,GALLATIN,38
1993,ILLINOIS,SOUTHEAST,90,GALLATIN,35
1992,ILLINOIS,SOUTHEAST,90,GALLATIN,42
1991,ILLINOIS,SOUTHEAST,90,GALLATIN,35.5
1990,ILLINOIS,SOUTHEAST,90,GALLATIN,32.5
1989,ILLINOIS,SOUTHEAST,90,GALLATIN,31
1988,ILLINOIS,SOUTHEAST,90,GALLATIN,30
1987,ILLINOIS,SOUTHEAST,90,GALLATIN,33
1986,ILLINOIS,SOUTHEAST,90,GALLATIN,36.5
1985,ILLINOIS,SOUTHEAST,90,GALLATIN,38.5
1984,ILLINOIS,SOUTHEAST,90,GALLATIN,30.5
1983,ILLINOIS,SOUTHEAST,90,GALLATIN,24
1982,ILLINOIS,SOUTHEAST,90,GALLATIN,33.5
1981,ILLINOIS,SOUTHEAST,90,GALLATIN,29.5
1980,ILLINOIS,SOUTHEAST,90,GALLATIN,28
2022,ILLINOIS,WEST SOUTHWEST,60,GREENE,66.6
2020,ILLINOIS,WEST SOUTHWEST,60,GREENE,65.2
2019,ILLINOIS,WEST SOUTHWEST,60,GREENE,60.7
2018,ILLINOIS,WEST SOUTHWEST,60,GREENE,70.1
2017,ILLINOIS,WEST SOUTHWEST,60,GREENE,63.9
2016,ILLINOIS,WEST SOUTHWEST,60,GREENE,62.5
2015,ILLINOIS,WEST SOUTHWEST,60,GREENE,55.9
2014,ILLINOIS,WEST SOUTHWEST,60,GREENE,53.7
2013,ILLINOIS,WEST SOUTHWEST,60,GREENE,49.5
2012,ILLINOIS,WEST SOUTHWEST,60,GREENE,48.8
2011,ILLINOIS,WEST SOUTHWEST,60,GREENE,48.3
2010,ILLINOIS,WEST SOUTHWEST,60,GREENE,54
2009,ILLINOIS,WEST SOUTHWEST,60,GREENE,49
2008,ILLINOIS,WEST SOUTHWEST,60,GREENE,45
2007,ILLINOIS,WEST SOUTHWEST,60,GREENE,39
2006,ILLINOIS,WEST SOUTHWEST,60,GREENE,45
2005,ILLINOIS,WEST SOUTHWEST,60,GREENE,43
2004,ILLINOIS,WEST SOUTHWEST,60,GREENE,52
2003,ILLINOIS,WEST SOUTHWEST,60,GREENE,45
2002,ILLINOIS,WEST SOUTHWEST,60,GREENE,50
2001,ILLINOIS,WEST SOUTHWEST,60,GREENE,47
2000,ILLINOIS,WEST SOUTHWEST,60,GREENE,48
1999,ILLINOIS,WEST SOUTHWEST,60,GREENE,41
1998,ILLINOIS,WEST SOUTHWEST,60,GREENE,43.5
1997,ILLINOIS,WEST SOUTHWEST,60,GREENE,43.5
1996,ILLINOIS,WEST SOUTHWEST,60,GREENE,42.5
1995,ILLINOIS,WEST SOUTHWEST,60,GREENE,41.5
1994,ILLINOIS,WEST SOUTHWEST,60,GREENE,45.5
1993,ILLINOIS,WEST SOUTHWEST,60,GREENE,43
1992,ILLINOIS,WEST SOUTHWEST,60,GREENE,42
1991,ILLINOIS,WEST SOUTHWEST,60,GREENE,45
1990,ILLINOIS,WEST SOUTHWEST,60,GREENE,37.5
1989,ILLINOIS,WEST SOUTHWEST,60,GREENE,37.5
1988,ILLINOIS,WEST SOUTHWEST,60,GREENE,29.5
1987,ILLINOIS,WEST SOUTHWEST,60,GREENE,38
1986,ILLINOIS,WEST SOUTHWEST,60,GREENE,38
1985,ILLINOIS,WEST SOUTHWEST,60,GREENE,40.5
1984,ILLINOIS,WEST SOUTHWEST,60,GREENE,33.5
1983,ILLINOIS,WEST SOUTHWEST,60,GREENE,24
1982,ILLINOIS,WEST SOUTHWEST,60,GREENE,38.5
1981,ILLINOIS,WEST SOUTHWEST,60,GREENE,39.5
1980,ILLINOIS,WEST SOUTHWEST,60,GREENE,31.5
2022,ILLINOIS,NORTHEAST,20,GRUNDY,63.1
2021,ILLINOIS,NORTHEAST,20,GRUNDY,59.5
2020,ILLINOIS,NORTHEAST,20,GRUNDY,56.2
2019,ILLINOIS,NORTHEAST,20,GRUNDY,49
2018,ILLINOIS,NORTHEAST,20,GRUNDY,58.5
2017,ILLINOIS,NORTHEAST,20,GRUNDY,57.3
2016,ILLINOIS,NORTHEAST,20,GRUNDY,58
2015,ILLINOIS,NORTHEAST,20,GRUNDY,53.2
2014,ILLINOIS,NORTHEAST,20,GRUNDY,58.3
2013,ILLINOIS,NORTHEAST,20,GRUNDY,57.5
2012,ILLINOIS,NORTHEAST,20,GRUNDY,43.9
2011,ILLINOIS,NORTHEAST,20,GRUNDY,49.8
2010,ILLINOIS,NORTHEAST,20,GRUNDY,47.4
2009,ILLINOIS,NORTHEAST,20,GRUNDY,48
2008,ILLINOIS,NORTHEAST,20,GRUNDY,47
2007,ILLINOIS,NORTHEAST,20,GRUNDY,47
2006,ILLINOIS,NORTHEAST,20,GRUNDY,49
2005,ILLINOIS,NORTHEAST,20,GRUNDY,45
2004,ILLINOIS,NORTHEAST,20,GRUNDY,49
2003,ILLINOIS,NORTHEAST,20,GRUNDY,37
2002,ILLINOIS,NORTHEAST,20,GRUNDY,41
2001,ILLINOIS,NORTHEAST,20,GRUNDY,44
2000,ILLINOIS,NORTHEAST,20,GRUNDY,45
1999,ILLINOIS,NORTHEAST,20,GRUNDY,42
1998,ILLINOIS,NORTHEAST,20,GRUNDY,46
1997,ILLINOIS,NORTHEAST,20,GRUNDY,45
1996,ILLINOIS,NORTHEAST,20,GRUNDY,37
1995,ILLINOIS,NORTHEAST,20,GRUNDY,41.5
1994,ILLINOIS,NORTHEAST,20,GRUNDY,49.5
1993,ILLINOIS,NORTHEAST,20,GRUNDY,45
1992,ILLINOIS,NORTHEAST,20,GRUNDY,45
1991,ILLINOIS,NORTHEAST,20,GRUNDY,25
1990,ILLINOIS,NORTHEAST,20,GRUNDY,44.5
1989,ILLINOIS,NORTHEAST,20,GRUNDY,45.5
1988,ILLINOIS,NORTHEAST,20,GRUNDY,23.5
1987,ILLINOIS,NORTHEAST,20,GRUNDY,38
1986,ILLINOIS,NORTHEAST,20,GRUNDY,40
1985,ILLINOIS,NORTHEAST,20,GRUNDY,42
1984,ILLINOIS,NORTHEAST,20,GRUNDY,30
1983,ILLINOIS,NORTHEAST,20,GRUNDY,35.5
1982,ILLINOIS,NORTHEAST,20,GRUNDY,39.5
1981,ILLINOIS,NORTHEAST,20,GRUNDY,41.5
1980,ILLINOIS,NORTHEAST,20,GRUNDY,35.5
2022,ILLINOIS,SOUTHEAST,90,HAMILTON,50.2
2020,ILLINOIS,SOUTHEAST,90,HAMILTON,51.8
2018,ILLINOIS,SOUTHEAST,90,HAMILTON,51.2
2017,ILLINOIS,SOUTHEAST,90,HAMILTON,51.3
2016,ILLINOIS,SOUTHEAST,90,HAMILTON,46.1
2014,ILLINOIS,SOUTHEAST,90,HAMILTON,46
2013,ILLINOIS,SOUTHEAST,90,HAMILTON,42.3
2012,ILLINOIS,SOUTHEAST,90,HAMILTON,28.2
2011,ILLINOIS,SOUTHEAST,90,HAMILTON,32.9
2010,ILLINOIS,SOUTHEAST,90,HAMILTON,37.1
2009,ILLINOIS,SOUTHEAST,90,HAMILTON,43
2008,ILLINOIS,SOUTHEAST,90,HAMILTON,40
2007,ILLINOIS,SOUTHEAST,90,HAMILTON,25
2006,ILLINOIS,SOUTHEAST,90,HAMILTON,41
2005,ILLINOIS,SOUTHEAST,90,HAMILTON,44
2004,ILLINOIS,SOUTHEAST,90,HAMILTON,45
2003,ILLINOIS,SOUTHEAST,90,HAMILTON,26
2002,ILLINOIS,SOUTHEAST,90,HAMILTON,28
2001,ILLINOIS,SOUTHEAST,90,HAMILTON,41
2000,ILLINOIS,SOUTHEAST,90,HAMILTON,38
1999,ILLINOIS,SOUTHEAST,90,HAMILTON,27
1998,ILLINOIS,SOUTHEAST,90,HAMILTON,32
1997,ILLINOIS,SOUTHEAST,90,HAMILTON,37
1996,ILLINOIS,SOUTHEAST,90,HAMILTON,39.5
1995,ILLINOIS,SOUTHEAST,90,HAMILTON,31
1994,ILLINOIS,SOUTHEAST,90,HAMILTON,36.5
1993,ILLINOIS,SOUTHEAST,90,HAMILTON,36.5
1992,ILLINOIS,SOUTHEAST,90,HAMILTON,37
1991,ILLINOIS,SOUTHEAST,90,HAMILTON,29
1990,ILLINOIS,SOUTHEAST,90,HAMILTON,28.5
1989,ILLINOIS,SOUTHEAST,90,HAMILTON,29
1988,ILLINOIS,SOUTHEAST,90,HAMILTON,25
1987,ILLINOIS,SOUTHEAST,90,HAMILTON,28.5
1986,ILLINOIS,SOUTHEAST,90,HAMILTON,34
1985,ILLINOIS,SOUTHEAST,90,HAMILTON,30.5
1984,ILLINOIS,SOUTHEAST,90,HAMILTON,20.5
1983,ILLINOIS,SOUTHEAST,90,HAMILTON,13.5
1982,ILLINOIS,SOUTHEAST,90,HAMILTON,27
1981,ILLINOIS,SOUTHEAST,90,HAMILTON,29
1980,ILLINOIS,SOUTHEAST,90,HAMILTON,24
2022,ILLINOIS,WEST,30,HANCOCK,67.6
2021,ILLINOIS,WEST,30,HANCOCK,67.3
2020,ILLINOIS,WEST,30,HANCOCK,66.6
2018,ILLINOIS,WEST,30,HANCOCK,69.8
2017,ILLINOIS,WEST,30,HANCOCK,66.1
2016,ILLINOIS,WEST,30,HANCOCK,63.7
2015,ILLINOIS,WEST,30,HANCOCK,56.2
2014,ILLINOIS,WEST,30,HANCOCK,52.1
2013,ILLINOIS,WEST,30,HANCOCK,47.7
2012,ILLINOIS,WEST,30,HANCOCK,48.7
2011,ILLINOIS,WEST,30,HANCOCK,45.5
2010,ILLINOIS,WEST,30,HANCOCK,49.5
2009,ILLINOIS,WEST,30,HANCOCK,50
2008,ILLINOIS,WEST,30,HANCOCK,50
2007,ILLINOIS,WEST,30,HANCOCK,46
2006,ILLINOIS,WEST,30,HANCOCK,44
2005,ILLINOIS,WEST,30,HANCOCK,46
2004,ILLINOIS,WEST,30,HANCOCK,52
2003,ILLINOIS,WEST,30,HANCOCK,43
2002,ILLINOIS,WEST,30,HANCOCK,47
2001,ILLINOIS,WEST,30,HANCOCK,46
2000,ILLINOIS,WEST,30,HANCOCK,46
1999,ILLINOIS,WEST,30,HANCOCK,39
1998,ILLINOIS,WEST,30,HANCOCK,44
1997,ILLINOIS,WEST,30,HANCOCK,47.5
1996,ILLINOIS,WEST,30,HANCOCK,43.5
1995,ILLINOIS,WEST,30,HANCOCK,39
1994,ILLINOIS,WEST,30,HANCOCK,48
1993,ILLINOIS,WEST,30,HANCOCK,43
1992,ILLINOIS,WEST,30,HANCOCK,46.5
1991,ILLINOIS,WEST,30,HANCOCK,40.5
1990,ILLINOIS,WEST,30,HANCOCK,35.5
1989,ILLINOIS,WEST,30,HANCOCK,30
1988,ILLINOIS,WEST,30,HANCOCK,26.5
1987,ILLINOIS,WEST,30,HANCOCK,34.5
1986,ILLINOIS,WEST,30,HANCOCK,39
1985,ILLINOIS,WEST,30,HANCOCK,41
1984,ILLINOIS,WEST,30,HANCOCK,31.5
1983,ILLINOIS,WEST,30,HANCOCK,29
1982,ILLINOIS,WEST,30,HANCOCK,39
1981,ILLINOIS,WEST,30,HANCOCK,37.5
1980,ILLINOIS,WEST,30,HANCOCK,35.5
2022,ILLINOIS,WEST,30,HENDERSON,67.2
2021,ILLINOIS,WEST,30,HENDERSON,66.6
2020,ILLINOIS,WEST,30,HENDERSON,62.1
2018,ILLINOIS,WEST,30,HENDERSON,60.2
2017,ILLINOIS,WEST,30,HENDERSON,61.6
2016,ILLINOIS,WEST,30,HENDERSON,57.8
2015,ILLINOIS,WEST,30,HENDERSON,57.3
2014,ILLINOIS,WEST,30,HENDERSON,52.7
2013,ILLINOIS,WEST,30,HENDERSON,51.9
2012,ILLINOIS,WEST,30,HENDERSON,55.4
2011,ILLINOIS,WEST,30,HENDERSON,55.3
2010,ILLINOIS,WEST,30,HENDERSON,49.3
2009,ILLINOIS,WEST,30,HENDERSON,48
2008,ILLINOIS,WEST,30,HENDERSON,51
2007,ILLINOIS,WEST,30,HENDERSON,49
2006,ILLINOIS,WEST,30,HENDERSON,50
2005,ILLINOIS,WEST,30,HENDERSON,46
2004,ILLINOIS,WEST,30,HENDERSON,51
2003,ILLINOIS,WEST,30,HENDERSON,38
2002,ILLINOIS,WEST,30,HENDERSON,49
2001,ILLINOIS,WEST,30,HENDERSON,50
2000,ILLINOIS,WEST,30,HENDERSON,46
1999,ILLINOIS,WEST,30,HENDERSON,45
1998,ILLINOIS,WEST,30,HENDERSON,52
